Date,Tweet_Text,Source,User_ID,Lat,Lng
Fri Dec 06 08:36:51 +0000 201,"RT @IamRajii: A dedication to the wonderful employees of #Sterlitecopper! To our gri, dedication and solidarity during this tough time! \nI\u2026""","\u003ca href=""https://mobile.twitter.com"" rel=""nofollow""\u003eTwitter Web App\u003c/a\u003e",7.77e+17,77.58256899999999,12.992157
Fri Dec 06 08:36:54 +0000 201,RT @IOStoken: Participate in the lucky draw event by @DappOnline now for a chance to get DT &amp; $iost \ud83d\ude09\ud83d\udc47\ud83c\udffb\ud83d\udc47\ud83c\udffb\n#iost #blockchain #crypto #Luckyd\u2026,"\u003ca href=""https://mobile.twitter.com"" rel=""nofollow""\u003eTwitter Web App\u003c/a\u003e",1.02e+18,103.874625,1.383198
Fri Dec 06 08:37:09 +0000 201,Work ko ba 'toh? work ko ba ha? May dagdag ba 'tong budget para sa event? HAHAHAHAHAHA!!,"\u003ca href=""http://twitter.com/download/android"" rel=""nofollow""\u003eTwitter for Android\u003c/a\u003e",1.15e+18,121.06273600000002,14.683012
Fri Dec 06 08:37:29 +0000 201,"RT @BjjJkelly: Common theme across the U,  Tory candidates, including Boris Johnson are not appearing at their hustings events. Afraid of\u2026""","\u003ca href=""http://twitter.com/download/android"" rel=""nofollow""\u003eTwitter for Android\u003c/a\u003e",532971320.0,-1.89064,52.493966
Fri Dec 06 08:37:31 +0000 201,RT @LSemlyen: This was absolutely fascinating and so important to understand the roots and tactics of the language of populism . Thank you\u2026,"\u003ca href=""http://twitter.com/download/android"" rel=""nofollow""\u003eTwitter for Android\u003c/a\u003e",515558682.0,-0.192377,51.807127
Fri Dec 06 08:37:36 +0000 201,", not events, have the power to make me happy or unhappy today. I can choose which it shall be. Yesterday is dead,\u2026 https:\/\/t.co\/yqF0wPH8vI""","\u003ca href=""http://www.tweetcaster.com"" rel=""nofollow""\u003eTweetCaster for Android\u003c/a\u003e",7.28e+17,121.070172,14.545517000000002
Fri Dec 06 08:37:36 +0000 201,", not events, have the power to make me happy or unhappy today. I can choose which it shall be. Yesterday is dead,\u2026 https:\/\/t.co\/PevxoJ9Nqq""","\u003ca href=""http://www.tweetcaster.com"" rel=""nofollow""\u003eTweetCaster for Android\u003c/a\u003e",7.29e+17,121.070172,14.545517000000002
Fri Dec 06 08:37:36 +0000 201,"@Mtrillteria Yes sir! My first concert ever!\n4p, December 21st @ Kulture Yard, Adeniyi Jones, Ikeja.\u2026 https:\/\/t.co\/79F5ocqnzj"",display_text_range:[13,140]","\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",74925101.0,3.3180660000000004,6.590611
Fri Dec 06 08:37:36 +0000 201,", not events, have the power to make me happy or unhappy today. I can choose which it shall be. Yesterday is dead,\u2026 https:\/\/t.co\/DbmvnyUHsU""","\u003ca href=""http://www.tweetcaster.com"" rel=""nofollow""\u003eTweetCaster for Android\u003c/a\u003e",7.33e+17,121.070172,14.545517000000002
Fri Dec 06 08:37:37 +0000 201,", not events, have the power to make me happy or unhappy today. I can choose which it shall be. Yesterday is dead,\u2026 https:\/\/t.co\/Yw9O54QjV2""","\u003ca href=""http://www.tweetcaster.com"" rel=""nofollow""\u003eTweetCaster for Android\u003c/a\u003e",7.33e+17,121.070172,14.545517000000002
Fri Dec 06 08:37:40 +0000 201,"RT @BjjJkelly: Common theme across the U,  Tory candidates, including Boris Johnson are not appearing at their hustings events. Afraid of\u2026""","\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",123228201.0,-1.89064,52.493966
